	stem	count	lyric_count	p_english	p_lyrics	cliche
1169	excel	16094.0	1.0	4.87998897572e-05	2.13760827627e-08	-7.73321066366
1170	except	52587.0	2091.0	0.000159453200116	4.46973890568e-05	-1.27183537342
1171	excess	5633.0	1.0	1.70802646329e-05	2.13760827627e-08	-6.68340629185
1172	exchang	31220.0	1.0	9.46646301865e-05	2.13760827627e-08	-8.39582304702
1173	excit	27246.0	1968.0	8.26147506105e-05	4.2068130877e-05	-0.674897775668
1174	exclud	8780.0	1.0	2.6622532128e-05	2.13760827627e-08	-7.12724053958
1175	exclus	13254.0	1.0	4.01885012329e-05	2.13760827627e-08	-7.5390635256
1176	excus	16110.0	2621.0	4.88484046222e-05	5.60267129211e-05	0.137106874198
1177	execut	61287.0	606.0	0.000185833157919	1.29539061542e-05	-2.66345189454
1178	exercis	40700.0	1.0	0.000123409687655	2.13760827627e-08	-8.66099222438
1179	exhaust	5204.0	1.0	1.57794598171e-05	2.13760827627e-08	-6.60419169259
1180	exhibit	30772.0	1.0	9.33062139686e-05	2.13760827627e-08	-8.38136931753
1181	exist	71964.0	4947.0	0.00021820773372	0.000105747481427	-0.724393514683
1182	exit	7333.0	849.0	2.22349690313e-05	1.81482942655e-05	-0.203089654737
1183	exot	6185.0	1.0	1.87540274729e-05	2.13760827627e-08	-6.77689113778
1184	expand	23417.0	1.0	7.1004536998e-05	2.13760827627e-08	-8.10822638626
1185	expans	12054.0	1.0	3.65498863635e-05	2.13760827627e-08	-7.444160687
1186	expect	121313.0	3468.0	0.000367842738047	7.41322550211e-05	-1.60180477654
1187	expedit	5467.0	1.0	1.65769229093e-05	2.13760827627e-08	-6.65349415185
1188	expens	37980.0	1.0	0.000115162160618	2.13760827627e-08	-8.59182383732
1189	experi	150555.0	1077.0	0.000456509718057	2.30220411354e-05	-2.98715792071
1190	experienc	6031.0	1.0	1.8287071898e-05	2.13760827627e-08	-6.75167696641
1191	experiment	9019.0	1.0	2.73472229229e-05	2.13760827627e-08	-7.15409759512
1192	expert	43898.0	1.0	0.000133106596282	2.13760827627e-08	-8.73663289289
1193	expertis	7219.0	1.0	2.18893006187e-05	2.13760827627e-08	-6.93148057109
1194	explain	80797.0	4169.0	0.000244990971338	8.91168890378e-05	-1.01127249018
1195	explan	17712.0	1.0	5.37059554729e-05	2.13760827627e-08	-7.8290065079
1196	explicit	5461.0	1.0	1.6558729835e-05	2.13760827627e-08	-6.65239605511
1197	explod	9821.0	1945.0	2.97790305273e-05	4.15764809735e-05	0.333730173941
1198	exploit	5909.0	1.0	1.79171460529e-05	2.13760827627e-08	-6.7312407443
1199	explor	31038.0	656.0	9.4112773598e-05	1.40227102923e-05	-1.90381560324
1200	explos	10148.0	728.0	3.07705530792e-05	1.55617882513e-05	-0.681739725477
1201	export	9013.0	1.0	2.73290298485e-05	2.13760827627e-08	-7.15343211151
1202	expos	17581.0	923.0	5.33087400163e-05	1.973012439e-05	-0.993953670894
1203	exposur	15979.0	1.0	4.84511891656e-05	2.13760827627e-08	-7.72603949209
1204	express	55695.0	1674.0	0.000168877212628	3.57835625448e-05	-1.55168325718
1205	extend	32610.0	1.0	9.88793590769e-05	2.13760827627e-08	-8.43938312174
1206	extens	21252.0	1.0	6.44398693377e-05	2.13760827627e-08	-8.01121514052
1207	extent	21727.0	1.0	6.58801543902e-05	2.13760827627e-08	-8.03331985869
1208	extern	12260.0	1.0	3.71745152494e-05	2.13760827627e-08	-7.46110606244
1209	extra	24006.0	1287.0	7.27904904631e-05	2.75110185156e-05	-0.972998723443
1210	extraordinari	12356.0	1.0	3.7465604439e-05	2.13760827627e-08	-7.46890590699
1211	extrem	33374.0	822.0	0.000101195943877	1.7571140031e-05	-1.7508008906
1212	eye	169150.0	75797.0	0.000512893087638	0.00162024294517	1.15026396585
1213	eyebrow	6212.0	1.0	1.88358963074e-05	2.13760827627e-08	-6.78124703722
1214	fabric	10320.0	1.0	3.12920878771e-05	2.13760827627e-08	-7.28884789199
1215	face	196784.0	45213.0	0.000596684323723	0.000966476829951	0.482269122652
1216	facil	30107.0	851.0	9.12898148951e-05	1.81910464311e-05	-1.61310970622
1217	facilit	8946.0	1.0	2.71258738516e-05	2.13760827627e-08	-7.14597063695
1218	fact	164401.0	5071.0	0.000498493269292	0.00010839811569	-1.52577938147
1219	factor	57612.0	1.0	0.000174689899882	2.13760827627e-08	-9.00849501127
1220	factori	16240.0	899.0	4.92425878997e-05	1.92170984037e-05	-0.940958432198
1221	faculti	20104.0	1.0	6.09589277793e-05	2.13760827627e-08	-7.95568293218
1222	fade	11373.0	14175.0	3.44849724251e-05	0.000303005973162	2.17322887146
1223	fail	47503.0	5202.0	0.000144037601786	0.000111198382532	-0.258758552869
1224	failur	28234.0	1267.0	8.56105435197e-05	2.70834968604e-05	-1.15088387708
1225	faint	6886.0	656.0	2.08795849924e-05	1.40227102923e-05	-0.398093707908
1226	fair	25064.0	7509.0	7.59985359063e-05	0.000160513005465	0.747660894514
1227	fairli	15701.0	1.0	4.76082433875e-05	2.13760827627e-08	-7.70848853653
1228	faith	28710.0	9911.0	8.70538607512e-05	0.000211858356261	0.889390904338
1229	fall	135730.0	53031.0	0.000411557663524	0.00113359504499	1.01320017696
1230	fals	12871.0	2036.0	3.90271766538e-05	4.35217045049e-05	0.109001527067
1231	fame	5485.0	3019.0	1.66315021324e-05	6.45343938607e-05	1.35589970404
1232	famili	243267.0	6666.0	0.000737629102869	0.000142492967696	-1.64414847864
1233	familiar	24515.0	1356.0	7.43338696035e-05	2.89859682262e-05	-0.941754838539
1234	famou	24631.0	1.0	7.46856023742e-05	2.13760827627e-08	-8.15876994414
1235	fan	32919.0	2435.0	9.98163024058e-05	5.20507615272e-05	-0.651112095096
1236	fantasi	10448.0	3169.0	3.16802067966e-05	6.77408062751e-05	0.759996655221
1237	fantast	5269.0	1.0	1.59765514559e-05	2.13760827627e-08	-6.61660472316
1238	far	204594.0	26196.0	0.000620365642164	0.000559967864052	-0.102429653173
1239	fare	5362.0	1579.0	1.62585441083e-05	3.37528346823e-05	0.730445842506
1240	farm	30291.0	1015.0	9.18477358417e-05	2.16967240042e-05	-1.44297087915
1241	farmer	23005.0	1.0	6.97552792261e-05	2.13760827627e-08	-8.09047571554
1242	fascin	6231.0	666.0	1.88935077095e-05	1.423647112e-05	-0.283011294958
1243	fashion	18483.0	1832.0	5.60437655265e-05	3.91609836213e-05	-0.358451977403
1244	fast	48212.0	11094.0	0.000146187416738	0.00023714626217	0.483787615953
1245	faster	5538.0	2650.0	1.67922076224e-05	5.66466193212e-05	1.2159173623
1246	fat	39670.0	3568.0	0.000120286543225	7.62698632974e-05	-0.455598872763
1247	fatal	4875.0	1174.0	1.47818729071e-05	2.50955211634e-05	0.529287764002
1248	fate	10521.0	5606.0	3.19015558678e-05	0.000119834319968	1.32345533996
1249	father	145051.0	8028.0	0.000439820604522	0.000171607192419	-0.941158826738
1250	fatigu	5214.0	1.0	1.58097816077e-05	2.13760827627e-08	-6.60611144745
1251	fault	11116.0	2638.0	3.37057024072e-05	5.63901063281e-05	0.514626689461
1252	favor	35319.0	2049.0	0.000107093532145	4.37995935808e-05	-0.894078046461
1253	favorit	34293.0	2475.0	0.000103982516431	5.29058048377e-05	-0.675709708645
1254	fear	60190.0	20675.0	0.000182506857493	0.000441950511119	0.884410162396
1255	feather	5744.0	1315.0	1.74168365084e-05	2.8109548833e-05	0.47867198093
1256	featur	55022.0	760.0	0.000166836556122	1.62458228997e-05	-2.32917880391
1257	feder	81826.0	1.0	0.000248111083589	2.13760827627e-08	-9.35935917345
1258	fee	20263.0	1.0	6.14410442495e-05	2.13760827627e-08	-7.96356069482
1259	feed	28494.0	5912.0	8.63989100747e-05	0.000126375401293	0.380281791897
1260	feedback	7735.0	1.0	2.34539050126e-05	2.13760827627e-08	-7.00051961596
1261	feel	329502.0	135366.0	0.000999109063924	0.00289359481926	1.06339094444
1262	fellow	23924.0	737.0	7.25418517803e-05	1.57541729961e-05	-1.52705837893
1263	femal	46884.0	1.0	0.000142160682949	2.13760827627e-08	-8.8024405978
1264	feminist	5719.0	1.0	1.73410320319e-05	2.13760827627e-08	-6.69855809687
1265	fenc	12390.0	1440.0	3.75686985269e-05	3.07815591783e-05	-0.199255435007
1266	festiv	7775.0	1.0	2.35751921749e-05	2.13760827627e-08	-7.00567759
1267	fever	5874.0	2599.0	1.78110197859e-05	5.55564391003e-05	1.13758206993
1268	few	197266.0	5216.0	0.000598145834028	0.00011149764769	-1.6798311001
1269	fewer	18223.0	1.0	5.52553989714e-05	2.13760827627e-08	-7.85744866444
1270	fiber	13606.0	1.0	4.12558282613e-05	2.13760827627e-08	-7.56527500386
1271	fiction	11701.0	744.0	3.54795271561e-05	1.59038055755e-05	-0.80239740534
1272	field	87243.0	3994.0	0.000264536397545	8.53760745543e-05	-1.1309129466
1273	fierc	5622.0	1.0	1.70469106633e-05	2.13760827627e-08	-6.68145160442
1274	fifteen	10739.0	809.0	3.25625709024e-05	1.7293250955e-05	-0.632847189754
1275	fifth	13150.0	1.0	3.98731546109e-05	2.13760827627e-08	-7.53118589056
1276	fifti	10524.0	1023.0	3.19106524049e-05	2.18677326663e-05	-0.377927729163
1277	fight	89371.0	24864.0	0.00027098887458	0.000531494921812	0.673615876463
1278	fighter	10306.0	624.0	3.12496373703e-05	1.33386756439e-05	-0.851340013473
1279	figur	110995.0	4670.0	0.000336556714528	9.98263065019e-05	-1.21533493653
1280	file	40248.0	824.0	0.000122039142721	1.76138921965e-05	-1.93565391522
1281	fill	56915.0	14473.0	0.000172576471078	0.000309376045825	0.583717064924
1282	film	66724.0	1402.0	0.000202319115457	2.99692680333e-05	-1.90967377263
1283	filter	6210.0	1.0	1.88298319493e-05	2.13760827627e-08	-6.78092502788
1284	final	134504.0	12714.0	0.000407840211999	0.000271775516245	-0.405899042816
1285	financ	20072.0	1.0	6.08618980494e-05	2.13760827627e-08	-7.954089941
1286	financi	47803.0	1.0	0.000144947255503	2.13760827627e-08	-8.82185253097
1287	find	423449.0	57400.0	0.00128397318987	0.00122698715058	-0.0453976314395
1288	fine	55174.0	14595.0	0.000167297447339	0.000311983927922	0.623178323524
1289	finger	40842.0	7111.0	0.000123840257081	0.000152005324526	0.204923064253
1290	finish	50728.0	2357.0	0.000153816379247	5.03834270717e-05	-1.1160972554
1291	fire	84776.0	26380.0	0.000257056011809	0.000563901063281	0.785584810463
1292	firm	53740.0	714.0	0.00016294930257	1.52625230926e-05	-2.36803877278
1293	firmli	7189.0	1.0	2.1798335247e-05	2.13760827627e-08	-6.92731621194
1294	first	480898.0	20123.0	0.00145816884457	0.000430150913434	-1.22080060288
1295	fiscal	8005.0	1.0	2.42725933582e-05	2.13760827627e-08	-7.03483047838
1296	fish	64774.0	2567.0	0.000196406366294	5.48724044519e-05	-1.27517523934
1297	fisherman	6317.0	1.0	1.91542751085e-05	2.13760827627e-08	-6.79800854385
1298	fist	7729.0	2848.0	2.34357119382e-05	6.08790837082e-05	0.954628652471
1299	fit	45686.0	4825.0	0.000138528132438	0.00010313959933	-0.294990023397
1300	five	125571.0	5862.0	0.000380753756475	0.000125306597155	-1.11138934632
1301	fix	25391.0	4055.0	7.69900584582e-05	8.66800156028e-05	0.118547054087
1302	flag	13655.0	1879.0	4.14044050351e-05	4.01656595112e-05	-0.0303748874484
1303	flame	9716.0	7859.0	2.94606517262e-05	0.000167994634432	1.74087650779
1304	flash	15556.0	3203.0	4.71685774241e-05	6.8467593089e-05	0.372632601379
1305	flat	12899.0	1607.0	3.91120776674e-05	3.43513649997e-05	-0.129789555182
1306	flavor	10143.0	868.0	3.07553921839e-05	1.8554439838e-05	-0.50535622967
1307	flee	10508.0	707.0	3.186213754e-05	1.51128905132e-05	-0.745870337863
1308	fleet	5781.0	564.0	1.75290271335e-05	1.20561106782e-05	-0.374286558538
1309	flesh	9867.0	5471.0	2.99185107639e-05	0.000116948548795	1.36325670625
1310	flexibl	12461.0	1.0	3.778398324e-05	2.13760827627e-08	-7.4773678989
1311	fli	56118.0	23322.0	0.000170159824369	0.000498533002192	1.07493165146
1312	flight	29535.0	2187.0	8.9555408474e-05	4.67494930021e-05	-0.650054112019
1313	flip	7274.0	2329.0	2.20560704669e-05	4.97848967544e-05	0.814123791383
1314	float	9982.0	3846.0	3.02672113556e-05	8.22124143054e-05	0.999241323165
1315	flood	13517.0	1742.0	4.09859643251e-05	3.72371361727e-05	-0.0959231270254
1316	floor	62458.0	11549.0	0.000189383839596	0.000246872379827	0.26509566933
1317	flour	9103.0	1.0	2.76019259637e-05	2.13760827627e-08	-7.16336816146
1318	flow	29834.0	10057.0	9.04620300123e-05	0.000214979264345	0.865611373777
1319	flower	25642.0	5339.0	7.77511354017e-05	0.00011412690587	0.383797884433
1320	fluid	7464.0	1.0	2.26321844879e-05	2.13760827627e-08	-6.96485559548
1321	focu	83992.0	1.0	0.000254678783428	2.13760827627e-08	-9.38548568815
1322	fog	5186.0	957.0	1.57248805941e-05	2.04569112039e-05	0.2630765724
1323	fold	8630.0	1475.0	2.61677052694e-05	3.1529722075e-05	0.186404631742
1324	folk	28698.0	3216.0	8.70174746026e-05	6.87454821649e-05	-0.235697935564
1325	follow	146068.0	14299.0	0.000442904330624	0.000305656607424	-0.370891514907
1326	food	107728.0	2700.0	0.000326650585545	5.77154234593e-05	-1.73336661175
1327	fool	6990.0	17844.0	2.11949316145e-05	0.000381434820818	2.89017790807
1328	foot	107285.0	2866.0	0.000325307330223	6.1263853198e-05	-1.66958036845
1329	footbal	25271.0	1.0	7.66261969713e-05	2.13760827627e-08	-8.18442162517
1330	for	3296048.0	334143.0	0.00999420771931	0.00714266842258	-0.335919261922
1331	forbid	5167.0	1.0	1.5667269192e-05	2.13760827627e-08	-6.59705638124
1332	forc	152936.0	6161.0	0.000463729336393	0.000131698045901	-1.25878928415
1333	forehead	8123.0	1.0	2.4630390487e-05	2.13760827627e-08	-7.04946367601
1334	foreign	62616.0	1011.0	0.000189862923887	2.16112196731e-05	-2.17308974942
1335	forest	35429.0	1498.0	0.000107427071841	3.20213719786e-05	-1.21040866167
1336	forev	16890.0	24223.0	5.12135042873e-05	0.000517792852761	2.31357201126
1337	forget	45571.0	18538.0	0.000138179431846	0.000396269822255	1.0535422772
1338	forgiv	8003.0	6011.0	2.42665290001e-05	0.000128491633487	1.66676579972
1339	fork	7742.0	1.0	2.3475130266e-05	2.13760827627e-08	-7.00142418409
1340	form	123139.0	3627.0	0.000373379497006	7.75310521804e-05	-1.57191679127
1341	formal	16078.0	1.0	4.87513748923e-05	2.13760827627e-08	-7.73221600984
1342	format	18463.0	1.0	5.59831219453e-05	2.13760827627e-08	-7.87053286135
1343	former	88930.0	1.0	0.000269651683616	2.13760827627e-08	-9.44261367535
1344	formerli	5350.0	1.0	1.62221579596e-05	2.13760827627e-08	-6.63186069284
1345	formula	8965.0	1.0	2.71834852537e-05	2.13760827627e-08	-7.14809223899
1346	forth	19531.0	1951.0	5.92214891791e-05	4.17047374701e-05	-0.350669738168
1347	forti	7692.0	922.0	2.33235213131e-05	1.97087483072e-05	-0.168399736106
1348	fortun	17789.0	2227.0	5.39394332603e-05	4.76045363126e-05	-0.124933753422
1349	forum	5419.0	1.0	1.64313783146e-05	2.13760827627e-08	-6.64467542852
1350	forward	47877.0	2217.0	0.000145171636753	4.7390775485e-05	-1.11948914441
1351	foster	6237.0	1.0	1.89117007839e-05	2.13760827627e-08	-6.78526342948
1352	found	12376.0	22102.0	3.75262480201e-05	0.000472454181222	2.53290013594
1353	foundat	15273.0	589.0	4.63104707507e-05	1.25905127472e-05	-1.30242451187
1354	founder	11570.0	1.0	3.50823116995e-05	2.13760827627e-08	-7.40317967314
1355	four	150646.0	6757.0	0.000456785646351	0.000144438191228	-1.151362562
1356	fourth	23227.0	1.0	7.0428422977e-05	2.13760827627e-08	-8.10007952703
1357	fraction	5313.0	1.0	1.61099673344e-05	2.13760827627e-08	-6.62492077941
1358	fragil	5125.0	1157.0	1.55399176715e-05	2.47321277565e-05	0.464691070233
1359	fragment	5308.0	451.0	1.60948064391e-05	9.64061332599e-06	-0.512511908903
1360	frame	27079.0	2187.0	8.21083767079e-05	4.67494930021e-05	-0.563236631
1361	framework	11710.0	1.0	3.55068167676e-05	2.13760827627e-08	-7.41520730955
1362	franchis	6332.0	1.0	1.91997577944e-05	2.13760827627e-08	-6.80038027395
1363	frankli	8620.0	1.0	2.61373834788e-05	2.13760827627e-08	-7.10884921661
1364	fraud	8176.0	1.0	2.47910959771e-05	2.13760827627e-08	-7.0559671654
1365	free	92988.0	29045.0	0.000281956266233	0.000620868323843	0.789367045921
1366	freedom	34174.0	6122.0	0.000103621687123	0.000130864378673	0.233414866543
1367	freeli	5085.0	1.0	1.54186305092e-05	2.13760827627e-08	-6.58105916144
1368	freez	11596.0	2197.0	3.5161148355e-05	4.69632538297e-05	0.289423729389
1369	french	37435.0	738.0	0.000113509623031	1.57755490789e-05	-1.97342640302
1370	frequenc	11284.0	1.0	3.42151084889e-05	2.13760827627e-08	-7.37814992508
1371	frequent	29775.0	1.0	9.02831314479e-05	2.13760827627e-08	-8.34843324718
1372	fresh	35974.0	3083.0	0.000109079609428	6.59024631575e-05	-0.503902159356
1373	freshman	7849.0	1.0	2.37995734252e-05	2.13760827627e-08	-7.01515026708
1374	friend	142697.0	38091.0	0.00043268285502	0.000814236368515	0.632245679665
1375	friendli	11360.0	1.0	3.44455540973e-05	2.13760827627e-08	-7.38486254523
1376	friendship	10130.0	753.0	3.07159738562e-05	1.60961903203e-05	-0.646200222397
1377	from	1635914.0	139465.0	0.00496038417126	0.0029812153825	-0.509152127773
1378	front	93852.0	7838.0	0.000284576068939	0.000167545736694	-0.529744226584
1379	frontier	5897.0	1.0	1.78807599042e-05	2.13760827627e-08	-6.72920787895
1380	frown	5903.0	1252.0	1.78989529786e-05	2.67628556189e-05	0.402272723465
1381	frozen	7474.0	2254.0	2.26625062785e-05	4.81816905472e-05	0.7542672316
1382	fruit	22401.0	1510.0	6.79238430752e-05	3.22778849717e-05	-0.744004802849
1383	frustrat	13938.0	1225.0	4.22625117085e-05	2.61857013843e-05	-0.478686931974
1384	fuck	6472.0	1.0	1.96242628625e-05	2.13760827627e-08	-6.82224931169
1385	fuel	23934.0	1159.0	7.25721735709e-05	2.4774879922e-05	-1.07475133075
1386	full	77547.0	12618.0	0.0002351363894	0.0002697234123	0.13723130884
1387	full-tim	6945.0	1.0	2.10584835569e-05	2.13760827627e-08	-6.89278610814
1388	fulli	24842.0	1.0	7.53253921554e-05	2.13760827627e-08	-8.16729990106
1389	fun	35916.0	10742.0	0.000108903743042	0.000229621881037	0.745969559871
1390	function	44317.0	1.0	0.000134377079307	2.13760827627e-08	-8.74613248255
1391	fund	80359.0	1.0	0.000243662876911	2.13760827627e-08	-9.3412682278
1392	fundament	15199.0	1.0	4.60860895005e-05	2.13760827627e-08	-7.67599376815
1393	funer	11086.0	991.0	3.36147370355e-05	2.11836980179e-05	-0.461732648604
1394	funni	20399.0	5415.0	6.18534206013e-05	0.00011575148816	0.626678147458
1395	fur	5466.0	557.0	1.65738907303e-05	1.19064780988e-05	-0.330745979515
1396	furnitur	12461.0	1.0	3.778398324e-05	2.13760827627e-08	-7.4773678989
1397	furthermor	10349.0	1.0	3.13800210698e-05	2.13760827627e-08	-7.29165402862
1398	futur	89514.0	8681.0	0.000271422476186	0.000185565774463	-0.380267161173
1399	ga	38194.0	1859.0	0.000115811046936	3.97381378559e-05	-1.06964857943
1400	gain	46489.0	2520.0	0.000140962972221	5.38677285621e-05	-0.9619656769
1401	galaxi	11159.0	540.0	3.38360861067e-05	1.15430846919e-05	-1.07544133958
1402	galleri	8963.0	1.0	2.71774208956e-05	2.13760827627e-08	-7.14786912431
1403	game	146311.0	19205.0	0.000443641150135	0.000410527669458	-0.0775726843257
1404	gang	12662.0	2088.0	3.83934512307e-05	4.46332608086e-05	0.150592434944
1405	gap	16216.0	1.0	4.91698156023e-05	2.13760827627e-08	-7.74076254109
1406	garag	9573.0	1.0	2.90270501209e-05	2.13760827627e-08	-7.2137107679
1407	garbag	6933.0	627.0	2.10220974082e-05	1.34028038922e-05	-0.450110211264
1408	garden	38800.0	2787.0	0.000117648547445	5.95751426597e-05	-0.680463351083
1409	garlic	11449.0	1.0	3.47154180335e-05	2.13760827627e-08	-7.39266652188
1410	gasolin	6696.0	680.0	2.03034709715e-05	1.45357362786e-05	-0.334181666953
1411	gate	17999.0	3725.0	5.45761908625e-05	7.96259082911e-05	0.37774179808
1412	gather	34330.0	2965.0	0.000104094707056	6.33800853915e-05	-0.496151427974
1413	gay	17428.0	1238.0	5.28448166204e-05	2.64635904602e-05	-0.691589786947
1414	gaze	16231.0	1726.0	4.92152982882e-05	3.68951188485e-05	-0.288125254216
1415	gear	12872.0	999.0	3.90302088328e-05	2.135470668e-05	-0.603063762978
1416	gender	22190.0	1.0	6.7284053294e-05	2.13760827627e-08	-8.05440586888
1417	gene	15377.0	1.0	4.66258173728e-05	2.13760827627e-08	-7.68763701847
1418	gener	174891.0	1.0	0.000530300827609	2.13760827627e-08	-10.1189270547
1419	genet	12069.0	1.0	3.65953690493e-05	2.13760827627e-08	-7.44540431357
1420	geniu	6509.0	1.0	1.97364534876e-05	2.13760827627e-08	-6.82794996653
1421	genr	5919.0	1.0	1.79474678435e-05	2.13760827627e-08	-6.73293164764
1422	gentl	8766.0	2832.0	2.65800816212e-05	6.0537066384e-05	0.823093720881
1423	gentleman	14648.0	1.0	4.44153588396e-05	2.13760827627e-08	-7.63906793931
1424	gentli	12233.0	1.0	3.70926464148e-05	2.13760827627e-08	-7.45890135
1425	genuin	7336.0	1.0	2.22440655685e-05	2.13760827627e-08	-6.94755786689
1426	german	29682.0	1.0	9.00011387955e-05	2.13760827627e-08	-8.34530493341
1427	gestur	10739.0	1.0	3.25625709024e-05	2.13760827627e-08	-7.32864610681
1428	get	992596.0	192961.0	0.00300972880412	0.00412475030598	0.315155509668
1429	ghost	9564.0	5326.0	2.89997605094e-05	0.000113849016794	1.36758558484
1430	giant	20065.0	1024.0	6.0840672796e-05	2.1889108749e-05	-1.02226933006
1431	gift	37991.0	3119.0	0.000115195514587	6.66720021369e-05	-0.546845704898
1432	girl	110409.0	73339.0	0.0003347798576	0.00156770053374	1.54389202221
1433	girlfriend	9832.0	1.0	2.98123844969e-05	2.13760827627e-08	-7.2404065042
1434	give	384503.0	78062.0	0.00116588194429	0.00166865977262	0.358542938531
1435	given	10622.0	4678.0	3.22078059526e-05	9.9997315164e-05	1.13293449321
1436	glad	15556.0	5762.0	4.71685774241e-05	0.000123168988879	0.959829367415
1437	glanc	24130.0	1138.0	7.31664806662e-05	2.4325982184e-05	-1.10119239689
1438	glass	49686.0	5532.0	0.000150656848669	0.000118252489843	-0.242182642431
1439	glimps	5567.0	713.0	1.68801408151e-05	1.52411470098e-05	-0.102139020723
1440	global	36381.0	1.0	0.000110313706304	2.13760827627e-08	-8.54881079228
1441	globe	5166.0	1.0	1.56642370129e-05	2.13760827627e-08	-6.59686282661
1442	glori	6443.0	5730.0	1.95363296698e-05	0.00012248495423	1.83571240762
1443	glove	10218.0	1015.0	3.09828056132e-05	2.16967240042e-05	-0.356271111369
1444	go	1151045.0	182812.0	0.00349017454366	0.00390780444202	0.11302394503
1445	goal	58728.0	1405.0	0.00017807381171	3.00333962816e-05	-1.77988816498
1446	goat	5459.0	1.0	1.65526654769e-05	2.13760827627e-08	-6.65202975474
1447	god	9694.0	37423.0	2.93939437869e-05	0.000799957145229	3.30376949829
1448	gold	30733.0	7806.0	9.31879589853e-05	0.000166861702046	0.582546819956
1449	golden	19852.0	4268.0	6.01948186567e-05	9.12331212313e-05	0.41583172276
1450	golf	20979.0	1.0	6.36120844549e-05	2.13760827627e-08	-7.99828606933
1451	good	369232.0	62305.0	0.00111957753789	0.00133183683653	0.173607653679
1452	govern	198982.0	1512.0	0.000603349053292	3.23206371372e-05	-2.92678994357
1453	governor	20802.0	1.0	6.30753887617e-05	2.13760827627e-08	-7.98981326787
1454	grab	26951.0	4864.0	8.17202577885e-05	0.000103973266558	0.240831889292
1455	grace	7634.0	5610.0	2.31476549277e-05	0.000119919824299	1.64492991226
1456	grade	27178.0	720.0	8.24085624346e-05	1.53907795892e-05	-1.67792074242
1457	gradual	10537.0	1.0	3.19500707327e-05	2.13760827627e-08	-7.30965700455
1458	graduat	34501.0	1.0	0.000104613209675	2.13760827627e-08	-8.49575244106
1459	grain	9520.0	1095.0	2.88663446309e-05	2.34068106252e-05	-0.209649338489
1460	grand	15659.0	5505.0	4.74808918671e-05	0.000117675335609	0.907602085657
1461	grandchild	5826.0	1.0	1.76654751911e-05	2.13760827627e-08	-6.71709479047
1462	grandfath	11003.0	1.0	3.33630661737e-05	2.13760827627e-08	-7.35293209482
1463	grandmoth	13670.0	1.0	4.1449887721e-05	2.13760827627e-08	-7.56996778267
1464	grandpar	5334.0	1.0	1.61736430946e-05	2.13760827627e-08	-6.6288655577
1465	grant	27970.0	1701.0	8.48100482484e-05	3.63607167794e-05	-0.846925046754
1466	grape	5318.0	1.0	1.61251282297e-05	2.13760827627e-08	-6.62586142476
1467	grasp	6357.0	816.0	1.92755622708e-05	1.74428835344e-05	-0.0999063449264
1468	grass	18139.0	2564.0	5.50006959306e-05	5.48082762036e-05	-0.00350463027147
1469	grate	7597.0	669.0	2.30354643026e-05	1.43005993683e-05	-0.476733504329
1470	grave	8868.0	5499.0	2.68893638851e-05	0.000117547079112	1.47510811282
1471	graviti	7000.0	880.0	2.1225253405e-05	1.88109528312e-05	-0.120752373519
1472	gray	19408.0	2223.0	5.8848531155e-05	4.75190319815e-05	-0.213836570174
1473	great	225005.0	9890.0	0.000682255448914	0.000211409458523	-1.1716073315
1474	greatest	22673.0	1.0	6.87485957789e-05	2.13760827627e-08	-8.07593892118
1475	greatli	8648.0	1.0	2.62222844924e-05	2.13760827627e-08	-7.11209221227
1476	greek	6642.0	1.0	2.01397333023e-05	2.13760827627e-08	-6.84817725489
1477	green	61449.0	6638.0	0.000186324370927	0.000141894437379	-0.272405702143
1478	greet	8367.0	1142.0	2.53702421771e-05	2.4411486515e-05	-0.0385231390337
1479	grief	6591.0	1086.0	1.99850921704e-05	2.32144258803e-05	0.149787286487
1480	grin	13186.0	1413.0	3.9982313057e-05	3.02044049437e-05	-0.280449409943
1481	grip	7724.0	2228.0	2.34205510429e-05	4.76259123953e-05	0.709763104545
1482	groceri	9017.0	1.0	2.73411585648e-05	2.13760827627e-08	-7.15387581645
1483	gross	5802.0	1.0	1.75927028937e-05	2.13760827627e-08	-6.71296681764
1484	ground	74713.0	15899.0	0.00022654319395	0.000339858339844	0.405593254764
1485	group	229435.0	908.0	0.000695688002141	1.94094831485e-05	-3.57913951832
1486	grow	136878.0	14626.0	0.000415038605082	0.000312646586488	-0.283298104244
1487	growth	50904.0	1.0	0.000154350042761	2.13760827627e-08	-8.88470563787
1488	guarante	16635.0	1477.0	5.04402986276e-05	3.15724742405e-05	-0.468504758875
1489	guard	37818.0	1865.0	0.00011467094761	3.98663943525e-05	-1.05653297962
1490	guess	48046.0	14306.0	0.000145684075014	0.000305806240003	0.741511291399
1491	guest	29328.0	564.0	8.8927747409e-05	1.20561106782e-05	-1.99825257154
1492	guid	31170.0	3841.0	9.45130212336e-05	8.21055338916e-05	-0.14073219737
1493	guidanc	7399.0	1.0	2.24350928491e-05	2.13760827627e-08	-6.95610898788
1494	guidelin	10303.0	1.0	3.12405408332e-05	2.13760827627e-08	-7.2871992469
1495	guilt	7746.0	1305.0	2.34872589822e-05	2.78957880053e-05	0.172017606728
1496	guilti	17596.0	2160.0	5.33542227022e-05	4.61723387675e-05	-0.144572234744
